DATA SET,DATE,PLAYER,"OWN
TEAM","OPPONENT
TEAM","VENUE
(R/H)",MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2013-2014 Regular Season,4/14/14,Avery Bradley,Boston,Philadelphia,R,42.42,9,22,2,11,3,4,0,2,2,3,2,1,3,0,23
2013-2014 Regular Season,4/14/14,Rajon Rondo,Boston,Philadelphia,R,34.97,4,8,0,0,0,1,3,8,11,14,1,2,4,0,8
2013-2014 Regular Season,4/14/14,Phil Pressey,Boston,Philadelphia,R,14.8,0,1,0,0,2,2,0,1,1,3,1,0,4,0,2
2013-2014 Regular Season,4/14/14,Joel Anthony,Boston,Philadelphia,R,13.87,0,1,0,0,0,2,2,0,2,0,2,0,0,0,0
2013-2014 Regular Season,4/14/14,Chris Johnson,Boston,Philadelphia,R,16.84,3,6,2,4,0,0,0,3,3,0,1,2,2,0,8
2013-2014 Regular Season,4/14/14,Chris Babb,Boston,Philadelphia,R,6.17,1,2,1,2,0,0,0,1,1,0,1,0,0,0,3
2013-2014 Regular Season,4/14/14,Hollis Thompson,Philadelphia,Boston,H,15.37,1,2,0,1,2,3,0,2,2,0,3,0,0,0,4
2013-2014 Regular Season,4/14/14,Thaddeus Young,Philadelphia,Boston,H,35.32,5,16,1,4,4,6,3,4,7,7,3,2,0,3,15
2013-2014 Regular Season,4/14/14,Henry Sims,Philadelphia,Boston,H,31.85,6,10,0,0,1,2,1,4,5,3,1,1,2,0,13
2013-2014 Regular Season,4/14/14,James Anderson,Philadelphia,Boston,H,27.99,1,8,1,4,3,4,0,6,6,2,1,0,1,1,6
2013-2014 Regular Season,4/14/14,Michael Carter-Williams,Philadelphia,Boston,H,34.32,9,13,0,0,3,4,1,13,14,6,3,4,3,2,21
2013-2014 Regular Season,4/14/14,Elliot Williams,Philadelphia,Boston,H,24.64,4,5,0,0,2,4,0,1,1,1,0,0,0,0,10
2013-2014 Regular Season,4/14/14,Tony Wroten,Philadelphia,Boston,H,28.3,7,12,0,1,6,7,1,1,2,4,4,2,7,0,20
2013-2014 Regular Season,4/14/14,Jarvis Varnado,Philadelphia,Boston,H,15.87,1,1,0,0,2,6,0,1,1,1,2,0,0,2,4
2013-2014 Regular Season,4/14/14,Casper Ware,Philadelphia,Boston,H,13.69,4,6,1,2,0,0,0,1,1,1,1,0,0,0,9
2013-2014 Regular Season,4/14/14,Brandon Davies,Philadelphia,Boston,H,12.69,5,6,0,0,1,2,3,0,3,0,3,1,1,0,11
2013-2014 Regular Season,4/14/14,Khris Middleton,Milwaukee,Toronto,R,35.82,4,8,2,3,5,7,0,3,3,4,4,2,3,0,15
2013-2014 Regular Season,4/14/14,Jeff Adrien,Milwaukee,Toronto,R,39.94,9,16,0,0,1,3,1,8,9,0,3,1,0,0,19
2013-2014 Regular Season,4/14/14,Zaza Pachulia,Milwaukee,Toronto,R,16.7,3,5,0,0,0,0,1,3,4,3,2,0,1,1,6
2013-2014 Regular Season,4/14/14,Ramon Sessions,Milwaukee,Toronto,R,39.62,7,13,2,2,5,6,1,1,2,5,1,1,4,0,21
2013-2014 Regular Season,4/14/14,Brandon Knight,Milwaukee,Toronto,R,42.62,7,17,1,4,3,4,0,2,2,4,3,2,2,1,18
2013-2014 Regular Season,4/14/14,John Henson,Milwaukee,Toronto,R,26.92,5,8,0,0,2,2,2,5,7,2,3,0,3,1,12
2013-2014 Regular Season,4/14/14,Giannis Antetokounmpo,Milwaukee,Toronto,R,23.54,1,3,1,1,2,2,0,4,4,3,1,1,1,0,5
2013-2014 Regular Season,4/14/14,Chris Wright,Milwaukee,Toronto,R,10.49,2,3,0,0,0,2,0,0,0,0,2,0,1,0,4
2013-2014 Regular Season,4/14/14,Miroslav Raduljica,Milwaukee,Toronto,R,4.39,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0
2013-2014 Regular Season,4/14/14,Terrence Ross,Toronto,Milwaukee,H,34.2,3,9,1,5,1,2,1,1,2,3,2,3,2,0,8
2013-2014 Regular Season,4/14/14,Amir Johnson,Toronto,Milwaukee,H,27.85,4,7,2,2,0,1,1,4,5,3,3,1,2,0,10
2013-2014 Regular Season,4/14/14,Jonas Valanciunas,Toronto,Milwaukee,H,27.7,4,7,0,0,6,6,3,10,13,1,3,0,2,0,14
2013-2014 Regular Season,4/14/14,Greivis Vasquez,Toronto,Milwaukee,H,39.67,8,12,5,9,4,5,0,2,2,7,2,0,2,0,25
2013-2014 Regular Season,4/14/14,Kyle Lowry,Toronto,Milwaukee,H,36.7,10,24,3,9,1,1,3,2,5,4,3,1,1,0,24
2013-2014 Regular Season,4/14/14,Tyler Hansbrough,Toronto,Milwaukee,H,20.3,4,6,0,0,4,5,5,6,11,0,3,3,1,0,12
2013-2014 Regular Season,4/14/14,Patrick Patterson,Toronto,Milwaukee,H,20.17,1,7,1,4,0,0,1,4,5,1,2,2,1,0,3
2013-2014 Regular Season,4/14/14,Nando De Colo,Toronto,Milwaukee,H,17.8,2,6,1,2,2,2,1,1,2,5,2,1,1,0,7
2013-2014 Regular Season,4/14/14,John Salmons,Toronto,Milwaukee,H,15.62,2,3,1,1,2,4,0,1,1,1,2,0,1,0,7
2013-2014 Regular Season,4/14/14,Dwyane Wade,Miami,Washington,R,18.45,4,9,0,1,1,2,0,0,0,3,0,2,4,0,9
2013-2014 Regular Season,4/14/14,Shane Battier,Miami,Washington,R,14.94,0,5,0,5,0,0,0,1,1,2,0,0,0,0,0
2013-2014 Regular Season,4/14/14,Udonis Haslem,Miami,Washington,R,20.59,4,9,0,0,1,1,1,7,8,0,3,2,0,1,9
2013-2014 Regular Season,4/14/14,Toney Douglas,Miami,Washington,R,34.6,5,8,1,3,3,3,0,3,3,3,1,2,4,0,14
2013-2014 Regular Season,4/14/14,Mario Chalmers,Miami,Washington,R,30.39,3,9,0,2,1,2,1,3,4,3,2,1,1,0,7
2013-2014 Regular Season,4/14/14,Ray Allen,Miami,Washington,R,18.65,4,7,3,5,2,2,0,2,2,1,1,1,0,0,13
2013-2014 Regular Season,4/14/14,Chris Andersen,Miami,Washington,R,7.09,0,1,0,0,0,0,0,1,1,0,2,0,0,1,0
2013-2014 Regular Season,4/14/14,Rashard Lewis,Miami,Washington,R,6.5,1,3,0,1,0,0,1,0,1,1,1,1,0,0,2
2013-2014 Regular Season,4/14/14,Michael Beasley,Miami,Washington,R,26.9,7,12,0,1,4,4,1,4,5,3,1,1,2,1,18
2013-2014 Regular Season,4/14/14,Norris Cole,Miami,Washington,R,20.99,2,5,0,1,0,0,0,1,1,7,1,0,1,0,4
2013-2014 Regular Season,4/14/14,Justin Hamilton,Miami,Washington,R,23.75,2,5,0,2,2,2,1,1,2,0,1,0,0,0,6
2013-2014 Regular Season,4/14/14,James Jones,Miami,Washington,R,17.19,4,7,3,6,0,0,0,3,3,0,2,1,0,0,11
2013-2014 Regular Season,4/14/14,Trevor Ariza,Washington,Miami,H,31.75,10,13,5,8,0,2,1,2,3,2,1,3,1,0,25
2013-2014 Regular Season,4/14/14,Trevor Booker,Washington,Miami,H,21.32,4,4,0,0,0,2,0,2,2,1,0,2,1,0,8
2013-2014 Regular Season,4/14/14,Marcin Gortat,Washington,Miami,H,22.8,5,9,0,0,0,0,3,10,13,1,1,0,1,1,10
2013-2014 Regular Season,4/14/14,Bradley Beal,Washington,Miami,H,26.24,5,9,3,5,2,3,0,3,3,5,1,1,3,1,15
2013-2014 Regular Season,4/14/14,John Wall,Washington,Miami,H,24.12,2,7,0,3,0,0,0,2,2,13,2,1,2,0,4
2013-2014 Regular Season,4/14/14,Martell Webster,Washington,Miami,H,26.02,2,5,1,4,2,2,0,2,2,1,3,0,1,0,7
2013-2014 Regular Season,4/14/14,Nene Hilario,Washington,Miami,H,24.29,8,12,0,0,2,4,1,3,4,2,2,1,5,1,18
2013-2014 Regular Season,4/14/14,Andre Miller,Washington,Miami,H,21.8,0,1,0,0,2,2,1,2,3,9,1,0,1,0,2
2013-2014 Regular Season,4/14/14,Al Harrington,Washington,Miami,H,17.55,6,8,4,6,0,0,0,4,4,1,3,1,1,0,16
2013-2014 Regular Season,4/14/14,Otto Porter,Washington,Miami,H,12,3,7,0,2,0,0,2,1,3,0,4,0,1,0,6
2013-2014 Regular Season,4/14/14,Drew Gooden,Washington,Miami,H,5.84,1,2,1,1,0,0,0,1,1,1,1,0,0,0,3
2013-2014 Regular Season,4/14/14,Kevin Seraphin,Washington,Miami,H,4.22,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0
2013-2014 Regular Season,4/14/14,Garrett Temple,Washington,Miami,H,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/14/14,Michael Kidd-Gilchrist,Charlotte,Atlanta,R,23.35,3,4,0,0,2,7,3,6,9,3,2,0,2,0,8
2013-2014 Regular Season,4/14/14,Josh McRoberts,Charlotte,Atlanta,R,15.49,1,5,1,5,0,0,0,2,2,4,4,0,1,0,3
2013-2014 Regular Season,4/14/14,Al Jefferson,Charlotte,Atlanta,R,34.77,11,17,0,1,5,7,4,11,15,1,4,1,2,0,27
2013-2014 Regular Season,4/14/14,Gerald Henderson,Charlotte,Atlanta,R,24.05,1,9,0,1,2,2,2,3,5,3,2,0,0,0,4
2013-2014 Regular Season,4/14/14,Kemba Walker,Charlotte,Atlanta,R,24.65,1,9,1,5,2,4,0,0,0,7,0,0,1,0,5
2013-2014 Regular Season,4/14/14,Cody Zeller,Charlotte,Atlanta,R,12.47,3,6,0,0,2,4,0,1,1,1,2,0,1,0,8
2013-2014 Regular Season,4/14/14,Gary Neal,Charlotte,Atlanta,R,25.22,5,11,2,3,5,5,0,2,2,2,1,0,0,0,17
2013-2014 Regular Season,4/14/14,Chris Douglas-Roberts,Charlotte,Atlanta,R,23.39,2,3,0,1,1,1,0,2,2,1,3,1,0,0,5
2013-2014 Regular Season,4/14/14,Luke Ridnour,Charlotte,Atlanta,R,23.35,5,8,0,2,0,0,0,0,0,4,1,0,2,0,10
2013-2014 Regular Season,4/14/14,Bismack Biyombo,Charlotte,Atlanta,R,13.24,1,1,0,0,0,1,3,3,6,1,0,0,0,2,2
2013-2014 Regular Season,4/14/14,Anthony Tolliver,Charlotte,Atlanta,R,20.05,2,7,2,7,0,0,0,6,6,0,1,1,0,0,6
2013-2014 Regular Season,4/14/14,Cartier Martin,Atlanta,Charlotte,H,35.59,3,11,1,4,3,3,0,4,4,1,1,0,0,0,10
2013-2014 Regular Season,4/14/14,Mike Scott,Atlanta,Charlotte,H,34.6,8,23,1,6,3,4,1,5,6,0,2,0,1,0,20
2013-2014 Regular Season,4/14/14,Pero Antic,Atlanta,Charlotte,H,19.15,1,2,0,1,1,4,1,2,3,2,1,1,0,0,3
2013-2014 Regular Season,4/14/14,Louis Williams,Atlanta,Charlotte,H,34.22,5,13,0,7,3,3,1,4,5,6,1,1,1,0,13
2013-2014 Regular Season,4/14/14,Jeff Teague,Atlanta,Charlotte,H,22.79,4,6,3,4,0,0,0,4,4,5,3,1,0,0,11
2013-2014 Regular Season,4/14/14,Elton Brand,Atlanta,Charlotte,H,20.77,4,5,0,0,4,6,2,5,7,1,4,2,0,3,12
2013-2014 Regular Season,4/14/14,Shelvin Mack,Atlanta,Charlotte,H,27.74,5,10,2,5,1,1,0,4,4,5,4,0,0,0,13
2013-2014 Regular Season,4/14/14,Dennis Schroeder,Atlanta,Charlotte,H,23.69,1,4,1,3,0,0,0,2,2,6,3,1,3,0,3
2013-2014 Regular Season,4/14/14,Mike Muscala,Atlanta,Charlotte,H,21.49,3,5,0,0,2,2,0,4,4,1,2,0,1,0,8
2013-2014 Regular Season,4/14/14,Kyle O'Quinn,Orlando,Chicago,R,28.09,9,11,0,1,2,2,1,6,7,1,3,0,2,1,20
2013-2014 Regular Season,4/14/14,Maurice Harkless,Orlando,Chicago,R,27.34,1,3,1,3,0,0,0,3,3,4,2,0,2,1,3
2013-2014 Regular Season,4/14/14,Dewayne Dedmon,Orlando,Chicago,R,28.5,1,4,0,0,4,4,2,7,9,0,6,0,0,2,6
2013-2014 Regular Season,4/14/14,Arron Afflalo,Orlando,Chicago,R,22.47,5,7,1,1,2,2,0,1,1,1,2,0,2,0,13
2013-2014 Regular Season,4/14/14,Victor Oladipo,Orlando,Chicago,R,23.4,3,8,1,3,3,4,0,3,3,4,1,1,3,0,10
2013-2014 Regular Season,4/14/14,Doron Lamb,Orlando,Chicago,R,25.54,3,6,1,2,2,3,0,0,0,2,2,1,1,1,9
2013-2014 Regular Season,4/14/14,Andrew Nicholson,Orlando,Chicago,R,21.37,8,9,3,3,0,0,0,4,4,0,4,0,0,1,19
2013-2014 Regular Season,4/14/14,Tobias Harris,Orlando,Chicago,R,18.05,2,12,0,0,0,1,0,3,3,1,4,1,2,0,4
2013-2014 Regular Season,4/14/14,Ronnie Price,Orlando,Chicago,R,24.6,2,6,0,1,2,2,0,0,0,11,2,0,3,0,6
2013-2014 Regular Season,4/14/14,E'Twaun Moore,Orlando,Chicago,R,20.67,2,6,0,1,1,1,1,1,2,2,1,1,1,0,5
2013-2014 Regular Season,4/14/14,Mike Dunleavy,Chicago,Orlando,H,39.37,8,11,3,4,3,4,0,0,0,5,2,0,1,0,22
2013-2014 Regular Season,4/14/14,Carlos Boozer,Chicago,Orlando,H,31.75,6,11,0,0,1,2,1,11,12,5,5,1,1,0,13
2013-2014 Regular Season,4/14/14,Joakim Noah,Chicago,Orlando,H,37.04,7,16,0,0,4,5,4,6,10,8,0,2,0,1,18
2013-2014 Regular Season,4/14/14,Jimmy Butler,Chicago,Orlando,H,31.7,3,5,0,0,6,7,0,2,2,1,0,2,1,0,12
2013-2014 Regular Season,4/14/14,Kirk Hinrich,Chicago,Orlando,H,21.6,1,5,0,2,1,2,0,0,0,4,2,3,0,0,3
2013-2014 Regular Season,4/14/14,Jimmer Fredette,Chicago,Orlando,H,30.59,7,14,1,5,2,2,0,3,3,2,5,0,3,0,17
2013-2014 Regular Season,4/14/14,Taj Gibson,Chicago,Orlando,H,19.62,1,5,0,0,6,8,2,4,6,2,4,0,2,2,8
2013-2014 Regular Season,4/14/14,Nazr Mohammed,Chicago,Orlando,H,6.54,1,2,0,0,0,0,0,1,1,0,0,0,0,0,2
2013-2014 Regular Season,4/14/14,Tony Snell,Chicago,Orlando,H,18.65,5,8,1,2,2,2,1,1,2,0,1,0,0,0,13
2013-2014 Regular Season,4/14/14,Ronnie Brewer,Chicago,Orlando,H,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/14/14,Louis Amundson,Chicago,Orlando,H,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/14/14,Damion James,San Antonio,Houston,R,28.62,2,5,0,2,2,2,1,8,9,2,2,0,1,1,6
2013-2014 Regular Season,4/14/14,Tim Duncan,San Antonio,Houston,R,29.7,4,10,0,0,4,4,5,4,9,2,0,0,2,0,12
2013-2014 Regular Season,4/14/14,Aron Baynes,San Antonio,Houston,R,21.5,3,6,0,0,0,0,1,2,3,1,5,0,1,0,6
2013-2014 Regular Season,4/14/14,Marco Belinelli,San Antonio,Houston,R,32.99,6,13,2,7,3,4,0,2,2,4,3,1,1,0,17
2013-2014 Regular Season,4/14/14,Tony Parker,San Antonio,Houston,R,25.8,4,9,0,0,2,2,0,4,4,1,0,2,0,0,10
2013-2014 Regular Season,4/14/14,Manu Ginobili,San Antonio,Houston,R,21.94,4,12,0,4,2,2,0,3,3,2,2,0,1,1,10
2013-2014 Regular Season,4/14/14,Jeff Ayres,San Antonio,Houston,R,19.42,5,7,0,0,2,3,0,3,3,1,2,0,0,0,12
2013-2014 Regular Season,4/14/14,Matt Bonner,San Antonio,Houston,R,7.24,1,3,1,1,0,0,0,0,0,0,1,0,0,0,3
2013-2014 Regular Season,4/14/14,Cory Joseph,San Antonio,Houston,R,22.2,5,10,0,0,1,1,0,3,3,5,4,0,0,0,11
2013-2014 Regular Season,4/14/14,Boris Diaw,San Antonio,Houston,R,24.97,5,11,1,2,0,0,1,5,6,6,3,0,0,0,11
2013-2014 Regular Season,4/14/14,Austin Daye,San Antonio,Houston,R,5.65,0,3,0,1,0,0,0,1,1,0,1,0,0,0,0
2013-2014 Regular Season,4/14/14,Chandler Parsons,Houston,San Antonio,H,39.62,7,17,2,7,5,7,1,6,7,4,1,0,0,0,21
2013-2014 Regular Season,4/14/14,Terrence Jones,Houston,San Antonio,H,39.62,7,12,0,1,6,7,4,7,11,1,1,2,1,0,20
2013-2014 Regular Season,4/14/14,Dwight Howard,Houston,San Antonio,H,31.42,9,11,0,0,2,4,5,12,17,0,3,0,2,0,20
2013-2014 Regular Season,4/14/14,James Harden,Houston,San Antonio,H,35.19,4,16,0,4,8,8,0,2,2,7,4,1,1,0,16
2013-2014 Regular Season,4/14/14,Patrick Beverley,Houston,San Antonio,H,36.32,5,11,1,6,1,1,0,1,1,2,4,1,2,0,12
2013-2014 Regular Season,4/14/14,Jeremy Lin,Houston,San Antonio,H,19.09,2,7,1,2,0,0,0,0,0,4,0,0,0,0,5
2013-2014 Regular Season,4/14/14,Omer Asik,Houston,San Antonio,H,16.59,3,4,0,0,2,2,1,7,8,0,2,0,0,2,8
2013-2014 Regular Season,4/14/14,Francisco Garcia,Houston,San Antonio,H,13.8,1,3,0,0,0,0,0,3,3,0,0,0,0,0,2
2013-2014 Regular Season,4/14/14,Donatas Motiejunas,Houston,San Antonio,H,8.39,0,4,0,2,0,0,0,1,1,0,1,0,0,0,0
2013-2014 Regular Season,4/14/14,Kevin Durant,Oklahoma City,New Orleans,R,42.89,9,23,3,9,4,6,1,6,7,6,1,1,7,1,25
2013-2014 Regular Season,4/14/14,Serge Ibaka,Oklahoma City,New Orleans,R,40.45,7,13,0,2,8,10,6,10,16,5,2,1,0,1,22
2013-2014 Regular Season,4/14/14,Kendrick Perkins,Oklahoma City,New Orleans,R,22.14,2,5,0,0,0,0,1,5,6,1,2,0,3,1,4
2013-2014 Regular Season,4/14/14,Thabo Sefolosha,Oklahoma City,New Orleans,R,24.3,0,5,0,4,0,0,2,2,4,2,1,0,1,0,0
2013-2014 Regular Season,4/14/14,Reggie Jackson,Oklahoma City,New Orleans,R,26.44,1,7,0,2,2,2,0,2,2,3,4,0,1,0,4
2013-2014 Regular Season,4/14/14,Nick Collison,Oklahoma City,New Orleans,R,7.74,0,2,0,1,0,0,0,1,1,2,1,0,0,0,0
2013-2014 Regular Season,4/14/14,Derek Fisher,Oklahoma City,New Orleans,R,29.05,2,8,2,7,0,0,0,1,1,1,5,1,0,0,6
2013-2014 Regular Season,4/14/14,Caron Butler,Oklahoma City,New Orleans,R,27.14,6,9,3,5,4,4,0,3,3,1,4,2,2,0,19
2013-2014 Regular Season,4/14/14,Jeremy Lamb,Oklahoma City,New Orleans,R,11.75,1,2,1,2,0,0,0,1,1,0,1,0,2,0,3
2013-2014 Regular Season,4/14/14,Andre Roberson,Oklahoma City,New Orleans,R,6.39,3,3,0,0,0,0,1,1,2,0,0,1,0,1,6
2013-2014 Regular Season,4/14/14,Steven Adams,Oklahoma City,New Orleans,R,1.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-2014 Regular Season,4/14/14,Darius Miller,New Orleans,Oklahoma City,H,36.87,4,12,2,7,0,0,0,3,3,5,3,4,3,0,10
2013-2014 Regular Season,4/14/14,Jeff Withey,New Orleans,Oklahoma City,H,32.6,2,6,0,0,4,6,1,5,6,0,2,0,1,4,8
2013-2014 Regular Season,4/14/14,Alexis Ajinca,New Orleans,Oklahoma City,H,19.17,4,5,0,0,2,2,2,2,4,0,5,0,1,0,10
2013-2014 Regular Season,4/14/14,Tyreke Evans,New Orleans,Oklahoma City,H,42.2,14,26,1,7,12,16,1,8,9,8,0,3,1,0,41
2013-2014 Regular Season,4/14/14,Austin Rivers,New Orleans,Oklahoma City,H,14.14,2,4,2,2,2,2,0,0,0,2,0,0,0,0,8
2013-2014 Regular Season,4/14/14,Anthony Morrow,New Orleans,Oklahoma City,H,31.55,3,10,1,5,0,0,1,3,4,1,0,0,2,1,7
2013-2014 Regular Season,4/14/14,Melvin Ely,New Orleans,Oklahoma City,H,9.82,1,3,0,0,0,0,0,1,1,0,1,0,0,0,2
2013-2014 Regular Season,4/14/14,Luke Babbitt,New Orleans,Oklahoma City,H,25.74,4,7,3,6,1,2,0,3,3,2,4,1,0,0,12
2013-2014 Regular Season,4/14/14,Al-Farouq Aminu,New Orleans,Oklahoma City,H,20.7,1,4,0,1,0,0,5,3,8,1,2,0,2,0,2
2013-2014 Regular Season,4/14/14,James Southerland,New Orleans,Oklahoma City,H,7.24,0,2,0,1,1,2,0,1,1,0,1,0,0,0,1
2013-2014 Regular Season,4/14/14,Wesley Johnson,LA Lakers,Utah,R,37.92,3,6,2,3,4,4,2,4,6,4,3,5,1,3,12
2013-2014 Regular Season,4/14/14,Ryan Kelly,LA Lakers,Utah,R,32.22,2,9,0,4,0,0,3,2,5,3,2,0,4,1,4
2013-2014 Regular Season,4/14/14,Jordan Hill,LA Lakers,Utah,R,23.52,10,13,0,0,1,1,2,4,6,0,3,0,1,1,21
2013-2014 Regular Season,4/14/14,Jodie Meeks,LA Lakers,Utah,R,35.19,8,13,2,3,5,6,0,2,2,0,1,3,1,0,23
2013-2014 Regular Season,4/14/14,Kendall Marshall,LA Lakers,Utah,R,23.6,1,4,0,1,0,0,0,4,4,15,2,2,3,0,2
2013-2014 Regular Season,4/14/14,Robert Sacre,LA Lakers,Utah,R,29.09,6,8,0,0,0,0,2,7,9,0,2,1,0,1,12
2013-2014 Regular Season,4/14/14,Nick Young,LA Lakers,Utah,R,34.09,14,23,6,11,7,9,0,3,3,3,2,0,2,0,41
2013-2014 Regular Season,4/14/14,Jordan Farmar,LA Lakers,Utah,R,21.99,1,6,0,2,2,2,0,1,1,6,1,0,1,0,4
2013-2014 Regular Season,4/14/14,MarShon Brooks,LA Lakers,Utah,R,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/14/14,Gordon Hayward,Utah,LA Lakers,H,35.64,7,13,1,3,6,8,0,6,6,4,1,0,4,0,21
2013-2014 Regular Season,4/14/14,Derrick Favors,Utah,LA Lakers,H,29.7,6,10,0,0,0,1,1,4,5,4,5,1,4,3,12
2013-2014 Regular Season,4/14/14,Enes Kanter,Utah,LA Lakers,H,37.45,8,12,0,0,3,4,5,7,12,2,1,1,3,1,19
2013-2014 Regular Season,4/14/14,Alec Burks,Utah,LA Lakers,H,34.39,8,10,2,2,4,5,0,3,3,2,3,0,2,0,22
2013-2014 Regular Season,4/14/14,Trey Burke,Utah,LA Lakers,H,36.77,8,22,1,9,0,0,1,0,1,7,3,1,4,0,17
2013-2014 Regular Season,4/14/14,Jeremy Evans,Utah,LA Lakers,H,24.02,1,3,0,0,1,2,2,3,5,3,0,0,1,0,3
2013-2014 Regular Season,4/14/14,Richard Jefferson,Utah,LA Lakers,H,21.15,2,6,1,3,0,0,0,1,1,0,2,1,0,0,5
2013-2014 Regular Season,4/14/14,Diante Garrett,Utah,LA Lakers,H,13.65,1,3,0,1,0,0,0,1,1,3,1,1,0,0,2
2013-2014 Regular Season,4/14/14,Rudy Gobert,Utah,LA Lakers,H,2.42,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0
2013-2014 Regular Season,4/14/14,Ian Clark,Utah,LA Lakers,H,2.42,1,1,1,1,0,0,0,1,1,0,0,0,0,0,3
2013-2014 Regular Season,4/14/14,Malcolm Thomas,Utah,LA Lakers,H,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014 Regular Season,4/14/14,Tayshaun Prince,Memphis,Phoenix,R,28.29,1,4,0,2,2,2,0,8,8,1,2,1,2,0,4
2013-2014 Regular Season,4/14/14,Zach Randolph,Memphis,Phoenix,R,38.77,15,25,0,0,2,2,3,6,9,2,3,1,1,0,32
2013-2014 Regular Season,4/14/14,Marc Gasol,Memphis,Phoenix,R,37.37,7,13,0,0,4,5,1,7,8,3,2,0,3,0,18
2013-2014 Regular Season,4/14/14,Courtney Lee,Memphis,Phoenix,R,17.39,0,4,0,3,0,0,0,1,1,1,0,0,3,1,0
2013-2014 Regular Season,4/14/14,Mike Conley,Memphis,Phoenix,R,37.59,6,11,1,3,1,4,0,3,3,7,3,1,0,0,14
2013-2014 Regular Season,4/14/14,Kosta Koufos,Memphis,Phoenix,R,10.04,0,2,0,0,0,0,3,1,4,1,1,0,0,0,0
2013-2014 Regular Season,4/14/14,Nick Calathes,Memphis,Phoenix,R,10.42,0,1,0,0,0,0,0,1,1,2,3,1,2,0,0
2013-2014 Regular Season,4/14/14,Tony Allen,Memphis,Phoenix,R,20.84,3,5,0,1,2,2,3,3,6,2,2,1,3,0,8
2013-2014 Regular Season,4/14/14,Mike Miller,Memphis,Phoenix,R,30.25,8,11,5,6,0,0,0,1,1,1,1,0,3,0,21
2013-2014 Regular Season,4/14/14,Ed Davis,Memphis,Phoenix,R,9.09,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
2013-2014 Regular Season,4/14/14,P.J. Tucker,Phoenix,Memphis,H,27.89,1,3,1,3,2,2,0,3,3,1,5,1,0,2,5
2013-2014 Regular Season,4/14/14,Channing Frye,Phoenix,Memphis,H,30.04,5,12,2,9,2,2,1,4,5,1,3,0,0,1,14
2013-2014 Regular Season,4/14/14,Miles Plumlee,Phoenix,Memphis,H,30.05,6,9,0,0,0,0,3,1,4,0,0,1,1,0,12
2013-2014 Regular Season,4/14/14,Goran Dragic,Phoenix,Memphis,H,37.14,6,14,0,5,2,2,2,4,6,4,2,5,4,0,14
2013-2014 Regular Season,4/14/14,Eric Bledsoe,Phoenix,Memphis,H,37.4,6,16,1,4,0,1,0,3,3,5,2,2,2,0,13
2013-2014 Regular Season,4/14/14,Markieff Morris,Phoenix,Memphis,H,27.82,10,16,0,2,1,3,0,2,2,1,4,1,3,3,21
2013-2014 Regular Season,4/14/14,Gerald Green,Phoenix,Memphis,H,18.54,2,4,1,2,2,2,1,1,2,1,1,1,2,0,7
2013-2014 Regular Season,4/14/14,Marcus Morris,Phoenix,Memphis,H,19.24,1,4,0,1,1,2,1,3,4,0,1,0,0,0,3
2013-2014 Regular Season,4/14/14,Shavlik Randolph,Phoenix,Memphis,H,8.05,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
2013-2014 Regular Season,4/14/14,Ishmael Smith,Phoenix,Memphis,H,3.87,1,1,0,0,0,0,0,0,0,2,1,1,0,0,2
2013-2014 Regular Season,4/14/14,Corey Brewer,Minnesota,Golden State,R,40.62,10,13,0,0,2,3,2,1,3,5,1,2,0,0,22
2013-2014 Regular Season,4/14/14,Kevin Love,Minnesota,Golden State,R,36.14,11,24,5,9,13,16,2,12,14,9,2,0,6,0,40
2013-2014 Regular Season,4/14/14,Gorgui Dieng,Minnesota,Golden State,R,35.34,6,8,0,0,2,3,1,10,11,3,3,1,3,2,14
2013-2014 Regular Season,4/14/14,Kevin Martin,Minnesota,Golden State,R,32.89,5,10,2,3,2,2,1,2,3,3,1,0,3,0,14
2013-2014 Regular Season,4/14/14,Ricky Rubio,Minnesota,Golden State,R,32.15,4,7,0,0,7,9,0,1,1,8,4,1,7,0,15
2013-2014 Regular Season,4/14/14,Luc Mbah a Moute,Minnesota,Golden State,R,17.85,2,6,0,0,0,0,3,1,4,2,0,2,1,0,4
2013-2014 Regular Season,4/14/14,Dante Cunningham,Minnesota,Golden State,R,17.8,3,6,0,0,0,0,1,1,2,0,3,1,0,1,6
2013-2014 Regular Season,4/14/14,Jose Barea,Minnesota,Golden State,R,20.5,1,5,0,2,0,0,0,3,3,6,2,0,1,0,2
